genero,idoso,parceiro,dependentes,tempo_contrato_meses,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_digital,forma_pagamento,cobranca_mensal,total_gasto,evasao
Masculino,1,Sim,Não,61,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Dois anos,Sim,Cheque eletrônico,90.78,6045.06,0
Masculino,0,Não,Não,71,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Mês a mês,Sim,Transferência bancária,21.79,1504.02,0
Feminino,0,Sim,Não,30,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Transferência bancária,80.03,2533.5,1
Feminino,0,Não,Não,30,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque eletrônico,111.94,3281.08,1
Masculino,0,Sim,Não,45,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Um ano,Não,Cartão de crédito,101.52,4910.96,0
Feminino,0,Sim,Não,24,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,113.08,3073.59,0
Feminino,0,Não,Não,56,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,30.05,1548.33,0
Masculino,0,Não,Não,61,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Não,Não,Dois anos,Não,Cheque enviado pelo correio,39.09,2074.27,0
Masculino,1,Não,Não,13,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cheque enviado pelo correio,39.4,509.1,1
Masculino,0,Não,Não,56,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Cheque eletrônico,109.36,5989.6,0
Feminino,0,Sim,Não,15,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,52.4,723.6,1
Masculino,0,Sim,Sim,11,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Um ano,Não,Transferência bancária,57.94,671.66,0
Feminino,0,Sim,Não,12,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Sim,Sim,Não,Sim,Mês a mês,Sim,Cheque eletrônico,105.26,1097.27,1
Masculino,0,Não,Não,3,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Transferência bancária,81.1,251.8,0
Feminino,0,Não,Não,24,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque eletrônico,57.24,1201.12,0
Masculino,0,Sim,Sim,9,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Não,Sim,Mês a mês,Sim,Cheque eletrônico,25.29,254.5,1
Masculino,0,Sim,Não,46,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Um ano,Não,Transferência bancária,22.0,1033.66,0
Feminino,0,Sim,Não,71,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Não,Dois anos,Não,Cheque eletrônico,49.23,3559.6,0
Feminino,1,Não,Sim,60,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Mês a mês,Não,Cartão de crédito,47.33,3074.37,1
Feminino,0,Não,Não,11,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque eletrônico,84.2,994.39,0
Feminino,1,Sim,Não,10,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mês a mês,Não,Cheque eletrônico,62.64,535.36,1
Feminino,0,Não,Não,3,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Não,Transferência bancária,86.23,289.11,1
Feminino,0,Sim,Não,19,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Cheque eletrônico,51.21,995.35,1
Masculino,0,Não,Não,2,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,109.69,241.5,1
Feminino,0,Não,Não,17,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Dois anos,Sim,Cheque eletrônico,27.52,500.06,0
Masculino,1,Sim,Não,2,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,67.94,116.78,1
Masculino,0,Não,Sim,53,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Não,Cheque eletrônico,109.2,5129.64,1
Feminino,1,Não,Sim,16,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Um ano,Não,Cartão de crédito,86.36,1249.35,0
Masculino,0,Sim,Não,10,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Transferência bancária,25.52,243.72,0
Feminino,0,Não,Não,68,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Dois anos,Sim,Cartão de crédito,103.69,6888.03,0
Feminino,0,Sim,Não,43,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Sim,Mês a mês,Sim,Cartão de crédito,41.46,1907.46,0
Masculino,0,Não,Não,58,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque enviado pelo correio,69.3,3863.45,0
Masculino,0,Sim,Sim,60,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Não,Dois anos,Não,Cartão de crédito,48.07,3169.57,0
Feminino,0,Sim,Não,24,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Não,Dois anos,Não,Cheque eletrônico,59.54,1422.36,1
Feminino,0,Não,Sim,16,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Um ano,Não,Cheque eletrônico,112.68,1720.34,0
Masculino,0,Não,Não,9,Não,Sem serviço telefônico,Fibra óptica,Sim,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,32.27,317.56,1
Masculino,1,Sim,Sim,6,Sim,Não,DSL,Sim,Não,Não,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,43.13,231.33,1
Masculino,0,Não,Não,65,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Cartão de crédito,51.39,3432.01,1
Masculino,1,Sim,Sim,24,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Sim,Não,Mês a mês,Não,Cheque enviado pelo correio,84.46,1739.32,1
Feminino,0,Sim,Não,10,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Dois anos,Sim,Cartão de crédito,94.44,1013.73,0
Feminino,0,Não,Não,27,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Não,Cheque eletrônico,72.01,2008.6,1
Feminino,1,Sim,Sim,3,Sim,Sim,DSL,Não,Não,Não,Não,Não,Sim,Um ano,Sim,Transferência bancária,77.59,255.19,0
Feminino,0,Sim,Sim,38,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Não,Dois anos,Sim,Cheque eletrônico,64.77,2289.49,0
Masculino,1,Não,Sim,17,Não,Sem serviço telefônico,DSL,Sim,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Cheque enviado pelo correio,47.49,875.9,1
Masculino,0,Sim,Não,48,Não,Sem serviço telefônico,DSL,Sim,Não,Não,Sim,Não,Sim,Mês a mês,Sim,Cartão de crédito,76.25,3438.3,0
Feminino,0,Não,Não,49,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,50.42,2364.77,1
Feminino,0,Sim,Não,43,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque enviado pelo correio,62.03,3021.02,1
Feminino,0,Não,Sim,7,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Não,Dois anos,Sim,Cheque enviado pelo correio,107.49,742.92,1
Feminino,0,Sim,Não,68,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Um ano,Sim,Transferência bancária,109.71,7510.73,0
Feminino,0,Sim,Não,21,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Não,Dois anos,Sim,Cartão de crédito,47.33,1124.0,0
Feminino,0,Não,Não,25,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Dois anos,Não,Cheque eletrônico,59.49,1687.27,0
Feminino,1,Não,Não,61,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Não,Cheque enviado pelo correio,103.8,6033.41,0
Feminino,0,Não,Sim,28,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Mês a mês,Não,Cheque eletrônico,111.8,3093.07,0
Feminino,0,Sim,Não,52,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Mês a mês,Sim,Cheque eletrônico,117.93,6189.12,0
Masculino,0,Não,Não,13,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Um ano,Sim,Cheque enviado pelo correio,58.82,720.7,0
Feminino,0,Sim,Não,34,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Um ano,Sim,Cheque eletrônico,59.61,2136.24,1
Masculino,1,Não,Sim,67,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,73.92,4593.88,0
Masculino,0,Não,Não,4,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,34.12,122.47,1
Feminino,0,Sim,Não,44,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mês a mês,Não,Cheque enviado pelo correio,87.81,4364.94,0
Feminino,0,Não,Não,15,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Dois anos,Sim,Cheque eletrônico,97.99,1254.54,0
Masculino,0,Sim,Não,8,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque enviado pelo correio,100.32,830.56,0
Masculino,1,Não,Não,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cartão de crédito,18.67,98.78,0
Feminino,0,Não,Não,66,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cartão de crédito,115.96,8220.77,1
Masculino,1,Sim,Sim,46,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cheque enviado pelo correio,76.56,3536.17,0
Feminino,0,Não,Não,65,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cartão de crédito,18.92,1137.09,0
Feminino,1,Sim,Sim,66,Sim,Sim,DSL,Não,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Transferência bancária,84.63,6094.35,0
Feminino,0,Não,Sim,26,Sim,Não,Fibra óptica,Sim,Não,Sim,Sim,Sim,Não,Dois anos,Sim,Cheque eletrônico,47.85,1088.9,0
Masculino,1,Sim,Não,31,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Mês a mês,Sim,Transferência bancária,40.67,1433.25,0
Masculino,1,Não,Não,51,Sim,Sim,DSL,Sim,Não,Sim,Não,Não,Sim,Mês a mês,Não,Transferência bancária,117.44,5654.89,0
Feminino,1,Sim,Não,41,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,20.82,744.09,0
Masculino,0,Sim,Sim,51,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Cheque enviado pelo correio,104.97,4714.19,1
Masculino,0,Não,Não,19,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Não,Transferência bancária,112.57,2453.54,1
Masculino,0,Sim,Sim,3,Sim,Não,DSL,Não,Sim,Não,Não,Não,Sim,Um ano,Sim,Cheque enviado pelo correio,54.61,169.15,1
Masculino,0,Sim,Não,38,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Um ano,Sim,Cheque eletrônico,64.61,2536.38,0
Masculino,0,Não,Não,70,Sim,Não,DSL,Não,Não,Não,Não,Não,Sim,Dois anos,Não,Transferência bancária,81.98,6296.07,0
Masculino,0,Não,Não,45,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cartão de crédito,20.32,911.87,1
Masculino,0,Não,Não,71,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,83.4,5479.68,0
Feminino,0,Sim,Não,41,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Mês a mês,Não,Cheque eletrônico,29.39,1078.45,1
Masculino,0,Não,Não,25,Não,Sem serviço telefônico,DSL,Não,Sim,Sim,Não,Não,Não,Um ano,Não,Cheque enviado pelo correio,19.09,424.15,1
Masculino,0,Sim,Sim,50,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cartão de crédito,24.05,1308.59,0
Masculino,0,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Transferência bancária,39.86,44.3,1
Masculino,0,Não,Não,54,Não,Sem serviço telefônico,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Cheque enviado pelo correio,58.51,3478.21,0
Masculino,0,Não,Não,13,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Não,Um ano,Sim,Cartão de crédito,106.17,1574.19,1
Masculino,0,Sim,Não,40,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cheque eletrônico,63.23,2812.49,1
Masculino,1,Não,Não,21,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mês a mês,Não,Cartão de crédito,56.93,1163.74,0
Masculino,1,Não,Não,41,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cartão de crédito,38.62,1424.11,0
Feminino,1,Não,Sim,61,Sim,Não,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,Sim,Cartão de crédito,117.85,7805.07,0
Masculino,1,Sim,Não,33,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Um ano,Não,Cheque eletrônico,84.67,2800.2,1
Masculino,0,Não,Não,29,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Cheque enviado pelo correio,63.25,1752.65,1
Masculino,0,Não,Não,55,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Um ano,Sim,Cheque enviado pelo correio,50.27,2369.16,0
Masculino,0,Sim,Sim,32,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,65.43,2279.81,1
Feminino,0,Sim,Sim,11,Sim,Sim,DSL,Sim,Não,Sim,Não,Não,Não,Um ano,Não,Cheque eletrônico,93.54,1144.95,0
Feminino,0,Sim,Não,52,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Cheque eletrônico,50.5,2679.74,0
Feminino,0,Sim,Não,36,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Um ano,Não,Transferência bancária,45.45,1859.25,0
Feminino,0,Sim,Não,31,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cartão de crédito,40.51,1083.85,0
Feminino,0,Sim,Não,14,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Não,Cheque eletrônico,55.96,684.13,1
Feminino,0,Não,Não,63,Sim,Não,DSL,Não,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Transferência bancária,21.08,1176.62,0
Feminino,0,Não,Não,52,Sim,Não,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Um ano,Sim,Cheque eletrônico,92.59,4620.81,0
Feminino,0,Sim,Sim,54,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Transferência bancária,113.41,5854.99,0
Feminino,0,Não,Não,50,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Um ano,Não,Cheque enviado pelo correio,108.53,5619.38,0
Feminino,0,Não,Não,54,Não,Sem serviço telefônico,DSL,Sim,Não,Não,Não,Não,Sim,Mês a mês,Não,Cheque eletrônico,94.65,5648.77,0
Feminino,0,Sim,Não,35,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Não,Cheque enviado pelo correio,87.76,2699.89,0
Feminino,1,Sim,Não,30,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Mês a mês,Sim,Cartão de crédito,47.92,1445.5,1
Feminino,0,Não,Não,55,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cheque eletrônico,28.83,1380.72,0
Feminino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Cheque enviado pelo correio,62.24,55.19,1
Feminino,0,Não,Não,15,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Não,Cheque eletrônico,102.38,1658.13,0
Feminino,0,Não,Não,25,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Cartão de crédito,72.2,1833.23,0
Masculino,0,Sim,Não,20,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cartão de crédito,89.13,1671.42,1
Feminino,0,Não,Sim,71,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Transferência bancária,110.0,7375.54,1
Masculino,0,Sim,Sim,16,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Transferência bancária,86.11,1381.95,0
Feminino,1,Sim,Não,52,Sim,Sim,Fibra óptica,Sim,Não,Não,Sim,Não,Não,Mês a mês,Sim,Cheque enviado pelo correio,24.83,1263.31,0
Feminino,1,Sim,Não,65,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Não,Cartão de crédito,27.31,1554.53,0
Masculino,0,Sim,Sim,70,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,26.1,1751.25,1
Feminino,0,Não,Sim,1,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cartão de crédito,53.77,54.92,0
Masculino,0,Não,Não,16,Não,Sem serviço telefônico,DSL,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,46.76,827.01,1
Masculino,0,Não,Não,27,Não,Sem serviço telefônico,Fibra óptica,Sim,Sim,Não,Sim,Sim,Não,Dois anos,Sim,Cheque eletrônico,28.97,739.33,0
Masculino,0,Sim,Não,18,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Mês a mês,Não,Cartão de crédito,57.18,945.99,1
Feminino,0,Não,Sim,44,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Dois anos,Não,Transferência bancária,37.37,1551.43,0
Feminino,0,Não,Sim,50,Não,Sem serviço telefônico,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Mês a mês,Sim,Cheque enviado pelo correio,56.57,2760.69,0
Feminino,1,Sim,Não,14,Não,Sem serviço telefônico,DSL,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Cheque enviado pelo correio,62.44,897.93,1
Masculino,0,Não,Não,52,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,18.5,1061.99,1
Masculino,0,Não,Não,50,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Sim,Mês a mês,Não,Cheque eletrônico,87.7,3927.44,0
Feminino,0,Sim,Não,17,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Não,Um ano,Não,Cheque enviado pelo correio,55.17,1000.38,0
Feminino,1,Não,Não,3,Não,Sem serviço telefônico,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Mês a mês,Não,Transferência bancária,95.73,311.02,1
Feminino,0,Não,Não,62,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Não,Dois anos,Não,Transferência bancária,29.46,1917.82,0
Feminino,0,Não,Sim,21,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Cheque enviado pelo correio,47.06,1107.19,1
Feminino,0,Não,Não,33,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cartão de crédito,44.94,1645.87,0
Masculino,0,Sim,Sim,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cartão de crédito,19.0,21.45,1
Masculino,1,Não,Não,70,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque eletrônico,65.96,4782.14,1
Masculino,0,Não,Sim,56,Sim,Sim,Fibra óptica,Sim,Não,Não,Sim,Sim,Não,Mês a mês,Não,Transferência bancária,114.37,5462.21,0
Feminino,0,Sim,Sim,4,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Dois anos,Não,Cheque eletrônico,19.38,85.89,0
Masculino,0,Sim,Não,22,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,Sim,Cartão de crédito,80.15,1824.12,0
Masculino,0,Não,Não,58,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Um ano,Sim,Cheque enviado pelo correio,103.67,5915.71,0
Masculino,0,Sim,Não,44,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque enviado pelo correio,97.27,4543.85,0
Masculino,0,Não,Não,57,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,Não,Transferência bancária,46.74,2729.08,0
Masculino,0,Não,Não,40,Sim,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Cheque eletrônico,35.51,1332.81,0
Feminino,0,Sim,Sim,56,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Transferência bancária,39.43,2471.56,1
Masculino,0,Sim,Não,63,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Mês a mês,Não,Cheque enviado pelo correio,52.65,3082.7,1
Feminino,1,Sim,Não,39,Não,Sem serviço telefônico,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cartão de crédito,28.33,949.65,0
Feminino,0,Não,Sim,7,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Não,Mês a mês,Não,Cheque eletrônico,45.32,284.56,0
Feminino,0,Não,Não,14,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Dois anos,Não,Cheque eletrônico,40.88,517.16,1
Feminino,0,Não,Sim,18,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Dois anos,Não,Cheque eletrônico,115.18,2376.56,0
Feminino,0,Sim,Não,55,Sim,Não,DSL,Não,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Cheque enviado pelo correio,85.05,4597.34,0
Masculino,0,Não,Não,56,Não,Sem serviço telefônico,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Um ano,Sim,Cheque eletrônico,80.67,4601.08,1
Masculino,0,Não,Não,57,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de crédito,106.44,6891.57,0
Feminino,0,Sim,Sim,58,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mês a mês,Sim,Cheque eletrônico,35.58,1997.02,0
Feminino,0,Não,Não,25,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Cheque enviado pelo correio,25.18,606.71,0
Feminino,0,Sim,Não,70,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Cheque eletrônico,105.81,6431.21,0
Masculino,0,Não,Sim,3,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Cheque eletrônico,53.23,162.8,1
Feminino,0,Sim,Não,21,Não,Sem serviço telefônico,DSL,Sim,Não,Sim,Sim,Não,Não,Um ano,Não,Cartão de crédito,56.49,1210.32,0
Masculino,0,Sim,Sim,32,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Não,Cartão de crédito,21.06,703.36,1
Feminino,0,Não,Sim,2,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Não,Cheque eletrônico,19.51,34.78,0
Masculino,0,Não,Sim,20,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Não,Um ano,Sim,Cartão de crédito,87.88,1799.91,0
Feminino,1,Sim,Não,18,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Um ano,Sim,Cheque eletrônico,82.42,1268.69,0
Masculino,0,Não,Sim,54,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mês a mês,Sim,Cheque eletrônico,46.3,2470.94,0
